Number	Datei	Textsorte	Jahr	Kontext_links	Keyword	Kontext_rechts	Lemma
315658	223.xml	CB	1490	  nucz antreffend ist er übertraͤffenlich bericht gewesen Tales hat kei̅ weib gehebt deßhalb er gefraget warde warumb er nit ein 	weib	 naͤz was sein antwurt das jm die kinder nit zuͦ lieb wurden Tales der hat auch do das wasser geseczt	Weib
316178	223.xml	CB	1490	  am ersten daz jch ein me̅sch bi̅ vn̅ nit ein vihe Nachmals daz jch ein man bin vn̅ nit ein 	weib	 Zeletst das jch ein kriech bin vn̅ ein barbarus Vo̅ disem Talete schreibt sant Augustin in dez achtenden buͦch von	Weib
320325	223.xml	CB	1490	  Du solt die vngerechtikeit fliehen Du sollt herschen über wollust Deine kind` soltu lernen Vbergee die veintschaft Mache dÿch deinem 	weib	 nit zuͦ gemein Vnd streit nit mit jren eltern od` freinde̅ danu das ein ain torheit das ander laster gepürt	Weib
320365	223.xml	CB	1490	  gepürt Dein knechte auß trunckenheit übelrede den solt nitt straffen dann er wirt gesehen auß truncke̅heit das zetuͦn Nÿmm ein 	weib	 auß deinez geleich dann nÿmpst ein hoͤhere gewÿn̅st freünd zuͦ herrn Die vnfelligen vnd v`schmaͤchten verspot nit wann sÿ werden	Weib
326678	223.xml	CB	1490	  zuͦ antwurt Dz gelück hat mich geheissen schicklicher die weißheit liebzehaben Diser Zeno als er auf ei̅ zeit man vnd 	weib	 gar klaͤffig erfand Sprach er zuͦ jnen Seÿdt jr allein wÿe mage eüch ein hauß halten die weil jr so	Weib
346600	227.xml	EB	1678	  deß Hohen vnser lieben Frawen Thumb--Stiffts Dechand wie auch der in selbiger Kirchen verordnete Pfarrherr die glaubten nicht daß dises 	Weib	 ihr Gesicht bey vnd durch Krafft deß H Sacraments warhafftig also habe erlangt vnd wiederumb sehend worden sonder hielten es	Weib
350774	227.xml	EB	1678	  alhie nicht verschwigen werden welche der Guͤtig vnd Barmhertzige GOtt durch Krafft deß H Sacraments gewuͤrckt hat an einem andern 	Weib	 welche als sie auff einen Sambstag zu Nachts solches wolte besuchen der boͤse Geist aber solches auff kein Weiß wolte	Weib
353809	227.xml	EB	1678	  begabe gemelter Johann Lang sich hinder die Warsager empfienge gleichfalls von ihnen einen boͤsen Trost mit Vorgeben es seye seinem 	Weib	 von boͤsen Leuthen was eingeben vnd gereicht worden daß sie nie mehr eine froͤhliche Geburt zugewarten habe Nun warde sie	Weib
388848	235.xml	UN	1556	  was nicht weniger hette auch sein hausfraw ein guͦt lob vonn wegen ihres tugentlichen unnd holdtsaͤligen wandels sie was ein 	weib	 der ehren ein liebhaberin Den beyden het under anderem zeitlichen guͦt Got der Herr auch vil schoͤner und lieber kinder	Weib
389758	235.xml	UN	1556	  das hinderist theil seines hauses damit er nit ursach gewün seinem nachbauren weiter antwurt zuͦ geben Erst kam seines nachbauren 	weib	 ein schaum von einer boͤsen befftzin die fieng erst an das kind mit dem kübel umb#zuͦwerffen und auß#zuͦgiessen Da was	Weib
389923	235.xml	UN	1556	  und was er durch eygne person nit kund oder mocht zuͦ wegen bringen da richt er seine knecht und maͤgt 	weib	 und kind an damit dem guͦten herren gar vil trutz bewisen ward Es waren des Tuͦchbereiters maͤgt dahin abgericht wann	Weib
390403	235.xml	UN	1556	  sollend den jenigen feindschafft tragen so er in doch all sein tag leids nie gethon hat Wie dem Roberto sein 	weib	 inn ein grosse kranckheit falt aber bald wider uffkummet seine kinder aber sterbend im alle biß an sein jüngste tochter	Weib
390785	235.xml	UN	1556	  der ehr Gottes in aller forcht aufferzogen Zuͦ den selbigen hett er sechs wolerzogner schoͤner toͤchteren die im und seinem 	weib	 fast lieb waren die sturben im alle nacheinander naͤher dann in einem monat das ihm nuͦr die jüngst tochter under	Weib
390829	235.xml	UN	1556	  davon im dann sein hertz moͤcht zersprungen sein es mocht ihm sein leid niemandt außgereden So gehuͦb sich Sophia sein 	weib	 nicht weniger übel dann er also das keines dem anderen einen trost hett geben künden Es hett aber Robertus einen	Weib
390857	235.xml	UN	1556	  keines dem anderen einen trost hett geben künden Es hett aber Robertus einen andren guͦten nachbauren der selbig und sein 	weib	 in aller angst und nodt nie von im gewichen waren der redt im die sach auß sovil im yemer müglich	Weib
391283	235.xml	UN	1556	  mit dir seinethalben bespracht hette In meinem hauß will ich ein guͦt herrlich mal zuͦrichten lassen den Robertum sampt seinem 	weib	 zuͦ gast darzuͦ berüffen Dann ich weis wiewol er yetzund leidig nit gern ausgath das er dannocht mein bitt nit	Weib
391475	235.xml	UN	1556	  erscheinen Des sich dann sein nachbaur sehr erfrewet Als er nuͦn urlaub von Roberto nam heim zuͦ haus keret seinem 	weib	 befalh allen müglichen fleis anzuͦwenden und auff den mornigen tag uff den ymbis ein guͦt mal anzuͦschicken des im sein	Weib
391496	235.xml	UN	1556	  befalh allen müglichen fleis anzuͦwenden und auff den mornigen tag uff den ymbis ein guͦt mal anzuͦschicken des im sein 	weib	 gantz willig was Also ward auff den künfftigen tag das mal mit grossem lust zuͦgericht zuͦ gelegner zeit kamen die	Weib
391525	235.xml	UN	1556	  tag das mal mit grossem lust zuͦgericht zuͦ gelegner zeit kamen die geladnen gaͤst wurden von dem wirt und seinem 	weib	 froͤlich empfangen und ein jeder an die stat nach dem er wirdig was gesetzet Die trachten gar kostlich unnd wolbereit	Weib
392246	235.xml	UN	1556	  auch ein schoͤn Exempel an dem Koͤniglichen Propheten David an dem 12 Capitel im andren buͦch der Koͤnig Als das 	weib	 Urie welchen David het lassen umbbringen im ein kind an die welt gabar und aber das durch Gott mit kranckheit	Weib
393141	235.xml	UN	1556	  manglet so bekümbret in doch die ungetrew nachbaurschafft so ihm der Tuͦchbereiter taͤglich bewiß Er berhatschlagt sich kurtz mit seinem 	weib	 der gefiel die sach dermassen so wol das sie irem mann taͤglich anlag er solt sein sach nuͦr bald dahin	Weib
393307	235.xml	UN	1556	  abscheid geben hett Als sie nuͦn das morgenmal und auch den nachtimbis mit grossem kosten geendet hetten Robertus und sein 	weib	 Sophia sie fründtlich gesegnet und darneben gebetten ihnen wo sie yemants erzürnt hetten zuͦ verzeihen Also ist yederman zuͦ hauß	Weib
393434	235.xml	UN	1556	  haben das sie auch mit inen in todt gangen weren Als sie nuͦn gehn Lisabona kumen sind ist Robertus mit 	weib	 kind und gsind den nechsten in seines vetteren haus gezogen von dem ward er gar früntlich und mit grossen freuden	Weib
393557	235.xml	UN	1556	  der guͦt alt man noch bis in die zehen jar da starbe er saͤligklichen Er ward von Roberto und seinem 	weib	 trewlich geklaget unnd beweinet auch ehrlichen zuͦ der erden bestattet Und ward Robertus ein besitzer und herr alles des guͦts	Weib
394151	235.xml	UN	1556	  grosse freud bey allen denen so uff dem schiff gewesen in sunderheit wann sie zuͦ haus kommen werden sie von 	weib	 kinden und dem gantzen hausgesind mit grossen freuden und frolockung empfangen Also gienge es da auch zuͦ Der alt kauffherr	Weib
394252	235.xml	UN	1556	  wider frisch und gesundt daheimen hetten In disen dingen kam auch der kranck kauffherr Der alt aber hett zuͦvor seinem 	weib	 kuntgethon wie ein krancker kauffman kem den wolt er also bey ihm behalten bis er widerumb zuͦ krefften keme Also	Weib
394386	235.xml	UN	1556	  es gar leicht mag sein das einen Krancken ergetzet also was disem herren auch So het er auch nie kein 	weib	 gehabt was ime auch vatter und muͦter mit tod vergangen Darumb nam er im entlich für den alten herren umb	Weib
394553	235.xml	UN	1556	  schoͤnen garten spatzieren gond Richardus mitt gantz weiten umbschweiffenden worten kumpt an den alten Zuͦ letst bit er umb Cassandra zuͦm 	weib	 DIe lustigest zeit so im jar sein mag was yetzund vorhanden dann die fruchtbaren beum mit irer edlen und wolschmackenden	Weib
395695	235.xml	UN	1556	  morgenmal gar lustig zuͦgericht gewesen das haben sie mit freuden und kurtzweiligem gesprech volbracht Nach dem essen hatt Robertus sein 	weib	 uff ein ort genumen auff solche weis mit ir angefangen zu reden " Mein aller liebste Sophia du weist das	Weib
395895	235.xml	UN	1556	  du da umb Du hast mir fürwar mit deinen worten ein eyßkalten stral durch mein hertz gedrungen Wehe mir armen 	weib	 wie solt es mir doch ewigklichen ergohn solt ich mein allerliebstes kindt von mir geben Ich bin des gantz gewiss	Weib
396738	235.xml	UN	1556	  ziehen sein wonung darin zuͦ haben Es were dann sach das schwaͤher und schwiger mit tod vergiengen und alsdann sein 	weib	 noch in leben were mit guͦtem willen mit im zuͦ ziehen sich begeb sunst solt er sie in keinerlay weg	Weib
396875	235.xml	UN	1556	  von fremden kostlichen weinen aus allen Nationen harbracht Nach der malzeit als man das wasser umbgeben het sind sie auffgestanden 	weib	 und mann mit einander in einen schoͤnen garten spatzieren gangen darinn sich dann die jungen maͤnner auff das essen dapffer	Weib
397596	235.xml	UN	1556	  das nit ein wunder gewesen were das sich etliche übertruncken hetten Aber deren ist keiner gesehen worden dann sie alle 	weib	 und mann mit züchten unnd grosser dancksagung speis und dranck genossen haben Disen brauch habend unsere bettler im Teutschen land	Weib
404680	237.xml	UN	1650	  dann auf Recht vnd kam in ein kleines elendes Dorff da sie bey einem schlechten Bauren--Schulzen einzoge Namens Pauper dessen 	Weib	 hier zur nachricht zu vermelden ob man sie noch allda finden möchte Simplicitas genennet weil aber etliche vornehme Herren auß	Weib
410933	237.xml	UN	1650	  sprach ich der gute Mann zu bedauren vnd betrauren daß er in ein so grosses Haußcreutz gerathen O ein seelig 	Weib	 die so inniglichen von ihrem Mann vnd Freunden wird beweinet vnd o Ein betrübter Mann der eines so Edelen Weibs	Weib
411166	237.xml	UN	1650	  im Todt deß Mänschen alß in dessen Leben die vnbeständige flüchtige Eitelkeit daß beste Gewiß ist es dz dieses Mannes 	Weib	 in Ewigkeit nimmermehr also wäre gelobt worden wan sie bey Leben verblieben wäre Laedimus insontes vivos laudamus eosdem defunctos Auch	Weib
411448	237.xml	UN	1650	  doch eben wol mit minderem Gepräng vnd wenigerem seinem schaden hätt geschehen können Sagt bey sich selbsten daß weil sein 	Weib	 je hab sterben sollen sie es vor langem hätte thun können ehe der Doctor vnnd Apothecker so viel Kosten auffgeschrieben	Weib
412011	237.xml	UN	1650	  zu jammern vnd zu beklagen vnnd mit halb gebrochener stimme Ach daß es Gott erbarme sprach sie ich armes elendes 	Weib	 was soll ich thun Ach wer wird mich nun trösten vnd erfreuen wer wird mir nun meine Spindlen hasplen Wer	Weib
412126	237.xml	UN	1650	  doch also nicht länger zuleben weil ich Den verlohren den ich lieber gehabt als die gantze Welt o ich vnseliges 	Weib	 o weh mir armen Witwen wer wird mich o weh wer halt mich ich spring in den Bornnen Zu diesen	Weib
412289	237.xml	UN	1650	  hoch befiehlet dann Wie reich auch eine Wittib an allen Mitlen sein mag so ist sie doch ein armes elendes 	Weib	 dessen man sich so lang annimmet vnd erbarmet als lang man von ihr kan genieß vnd Vortheil haben vnnd wann	Weib
458862	247.xml	CB	1699	  und ehe die Koͤnigin hineingehet werden die Vorhaͤnge und Fluͤgel der Gezelte auffgethan daß jederman sehen koͤnne daß kein ander 	Weib	 noch Kind darunter sey Nach der Geburt wird das neugebohrne Kind wie es aus Mutterleib kommen gedachten Fuͤrstlichen und andern	Weib
490453	255.xml	CB	1599	  erlebte den Tag das man von jhm vnnd seinen Soͤhnen zaltte vier vnd Zwantzig Tausendt vnd ein hundert Man ohn 	Weib	 vnd Kinder der war ohne Zahl Vnd da er Neunhundert vnd ein vnd funfftzig Jahr Alt war starb er vnnd	Weib
490927	255.xml	CB	1599	  Babilon vnd zu Niniue Jahr der zeugete einen Sohn hies Trebetta da desen Mutter starb nam Koͤnig Ninus ein ander 	Weib	 genandt Semiramis Dieser Ninus lies ein Ehrin Bild machen vff seines Vaters Grab gar koͤstlich das Ehret er wenn er	Weib
491051	255.xml	CB	1599	  jhm Vnd diß war der erste Abgot den die Menschen erdachten Dieser Ninus bawete die grosse Stadt Niniue vnd sein 	Weib	 Semiramis fuͤhrete nach jhres Herren Todt viel Kriege vnd erdachte zu erst die Nidderkleide Diese Semiramis hat die sehr schoͤne	Weib
491570	255.xml	CB	1599	  Jouis das war Ellen hoch Dieser Priamus hatte einen Bruder Paris gut der fuͤrte dem Koͤnige auß Græcia Agamemoni sein 	Weib	 Helenam hinweg Deß kamen die Griechen Man lagen Jahr Monat 12 Tage dafuͤr vnd eroberten sie mit einem Ehrn Pferde	Weib
491756	255.xml	CB	1599	  Volck das Koͤnigreich Trier vnd Bawete eine Stadt die hies er damals Sandwerffen Bunna vnd Bingen vnd nam da ein 	Weib	 die hies Theotonica die war sehr groß von deß vorgemelten Trabettæ Geschlechte von der heissen die Teutschen auff diesen tag	Weib
493365	255.xml	CB	1599	  da sie der Roͤmer verlust sahen vnd die Stadt nicht erhalten moͤchten Zuͤndeten sie die Stadt an vnd giengen mit 	Weib	 vnd Kind ins Fewr vnd verbrandten sich selbst mit all jhrem Gute vnd guͤnneten nicht den Affricanern mutwillen mit jhnen	Weib
495209	255.xml	CB	1599	  Vrsiner das ist vo̅ den Baͤhren der verkaufft all sein Gut zu Rom vnnd zoch offs fuͤglichste er moͤchte mit 	Weib	 vnd Kindern vn̅ all seinem Gesinde volgeten etliche Roͤmer nach vnd zohen in Teutsche Nation auffs letzte kamen sie in	Weib
496299	255.xml	CB	1599	  vnd war Friede so weit die gantze Welt Octauianus ward Augustus genant vnd Regierte Jahr sein Alter war Jahr sein 	Weib	 Liuia vergab jhm Er hatte keine Erben dann eine Tochter die ward Tyberio verheyratet der ward Keyser nach jhm Ein	Weib
497236	255.xml	CB	1599	  den habe Syluester Babst getoͤdtet Zu der zeit ist S Nicolaus gewesen Anno Treumet Constantino wie daß er ein Alt 	Weib	 Jung machte erlangte derowegen von Gott Deutung deß Traums das er sich solte vff sein Pferdt setzen den Sper nach	Weib
497770	255.xml	CB	1599	  Dietterich von Bern geborn sein Vater hies Theodemer vnnd seine Mutter Aritenæ war seines Vaters Dirne vnnd nicht sein Ehlich 	Weib	 nach Auchulpho herschet Valbo da endete sich der Gothen Reich Daher sind erwachsen die Marggraffen von Meissen Zu der zeit	Weib
499758	255.xml	CB	1599	  Jst aber hernach vber etliche Jahr zu einem Koͤnige in Franckreich wider beruffen worden Da jhm dann deß Koͤnigs Bassini 	Weib	 welche eine grosse Zauberin gewesen vnnd die zeit vber mit Koͤnig Hulderiche̅ die er bey jrem Herrn gewesen heimlich Zugehalten	Weib
500094	255.xml	CB	1599	  mit jhm machten vnd wiewol diß von allen Herren Graffen vnnd Thuͤringischen Raht widerrahten Dennoch ward der Koͤnig von seinem 	Weib	 vnd dem Ritter Jrringk dahin beredet das er dann er sehr wol beredt war seines Schwagers Botten die Antwort gab	Weib
500688	255.xml	CB	1599	  jhr Lager vnd Stritten mit jhnen daß auff beyden Seyten jhr Sechs Tausendt Todtblieben Die Duͤringer stritten fuͤr jhr Land 	Weib	 vnd Kind die Sachssen aber auß eytel Ehre Als nun die Sachssen die Stadt gewonnen vnd daß Geschrey darinnen groß	Weib
502397	255.xml	CB	1599	  der hatte einen TochterSohn von der Beggen der hies auch Pipinus der Ander der ward Keyser Dieser Pipinus beschlieff ein 	Weib	 ausserhalb der Ehe die gebar einen Sohn Da jhm das kundtgethan ward Fragt er was es Junges were sagt der	Weib
120389	131.xml	KT	Ende 14.Jh.	  opfer niht wann evr hende sei̅ vol blutes vnd wann got rain waz wann er daz rainste von dem rainsten 	weibe	 ich main von vnser frauwen leib genvmen hat da von waz vnd ist daz opfer seins leibes vͤber alle rainikait	Weib
135256	135.xml	EB	1578	  HERR Jesus werde sein Tochter wider lebendig machen wenn er sie nur mit der hand anruͤre Das ander vom krancken 	Weibe	 welches glaubet wenn sie nur seinen rock moͤge anruͤren so werde sie gesund werden Das dritte von zweyen blinden welche	Weib
139362	135.xml	EB	1578	  wie der Tauffer Johannes von Herode im gefengknuß enthaubtet wird Darumb das er Herodem des Ehebruches halben mit seines Bruders 	Weibe	 straffet vnd spricht Es ist nicht recht das du deines Bruders Weibe hast Wir lernen aber erstlich hie wie das	Weib
139374	135.xml	EB	1578	  er Herodem des Ehebruches halben mit seines Bruders Weibe straffet vnd spricht Es ist nicht recht das du deines Bruders 	Weibe	 hast Wir lernen aber erstlich hie wie das Predigampt frey gehen vnnd niemand schonen soll Sondern an jederman hohes vnd	Weib
202161	147.xml	UN	1684	  bey Hn Lycogenes ablegen soll so wolte ich ihm noch die Kutte bezahlen Olood Wehe dem Lande dessen Koͤnig zum 	Weibe	 wird Erist Dem Lande wird wiederum wohl seyn wenn Lycogenes die Krone tragen wird Olood Und wir werden lustig seyn	Weib
478701	253.xml	CB	2. H. 15. Jh.	  slouff yn Adamen unde nam ym eyne rebe uss seyner seiten nahe bey dem herzen unde machte sie zu eyme 	weibe	 unde do her erwachte do brochte her sie vor Adam unde do nante her sie eyne menynne wenn sie von	Weib
479162	253.xml	CB	2. H. 15. Jh.	  mir zu eyner gesellynne gabist die gap mir der fruchte unde ich ass " Do sprach der herre zu dem 	weibe	 " Worvmbe hastu das gethan " und sie antworte " Die slange hat mich betrougen die machte das ich ass	Weib
479229	253.xml	CB	2. H. 15. Jh.	  seyn uff deyner brust saltu gehin unde alle deyne lebetage saltu erden essen vientschaft setze ich zwuschen dir unde dem 	weibe	 unde zwuschen deyme unde yrem samen sie ssal deyn houpt zutreten unde du salt logen erin treten " Unde zu	Weib
479251	253.xml	CB	2. H. 15. Jh.	  zwuschen deyme unde yrem samen sie ssal deyn houpt zutreten unde du salt logen erin treten " Unde zu dem 	weibe	 sprach dornoch got " Ich wil manchfeldigen deyne dorfftickeit in smerzen saltu deyne kinder geberen under deynes mannes gewalt saltu	Weib
480295	253.xml	CB	2. H. 15. Jh.	  erste ebrecher wenn her do zwei weip nam unde got hat die ee gestift mit eyme manne und mit eyme 	weibe	 Der zweier weip die Lamech hatte der hiess eyne Ada unde die ander die hiess Sella von Adan gewan her	Weib
480396	253.xml	CB	2. H. 15. Jh.	  hiess Jubal der erdochte mit dem ersten den gesang unde vant die noten die man noch singet Von dem andern 	weibe	 Sellan gewan Lamech eynen sson der hiess Tubalkayn der machte eyn fewer vf dem velde unde wolde sich wermen do	Weib
483350	253.xml	CB	2. H. 15. Jh.	  her lebendigk bleip Do hatte Aram eynen sson gelassen der hiess Loth Dorumbe sso zoch Abraham do danne mit seyme 	weibe	 unde mit Lothe keigen Chanaan yn das landt - Von dissem ist nu gnugk gesagit Hie endet sich die dritte	Weib
486550	253.xml	CB	2. H. 15. Jh.	  die weile seynen sson Priamum ussgesant mit eyme heere uf seyne fynde do lag her vor eyme slosse mit seyme 	weibe	 genant Heccuba unde mit seynen kynden Hector unde Paris die her gereit hatte unde dennoch dor noch mit ir gewan	Weib
494740	255.xml	CB	1599	  Ritterlichen Thaten kommen Dann der Muͤssiggang trachtet Tag vnd Nacht nach Vntugendt Also das einer dem andern stehet nach seinem 	Weibe	 nach seiner Tochter Schwaͤster Magdt etc Dardurch erwechst heimlicher Haß Das gemeine Gut wird verachtet Kinder die nichts gelernet werden	Weib
495315	255.xml	CB	1599	  entstanden in Rom vnter den Gefreunden hiessen Bella plusquam ciuilia das ist mehr dann BuͤrgerKriege Dann es hatte Pompeius zum 	Weibe	 Juliam Caij Julij Tochter als die gestarb worden Pompeius vnd Julius Zwitrechtig vnnd Hasten sich heimlich Da verbandt sich Pompeius	Weib
499813	255.xml	CB	1599	  gar vbel Anno Christi Jst vber Franckreich Koͤnig worden Cleodonius Koͤnigs Hudalrici Sohn welche̅ er von seines Vatern deß Bassini 	Weibe	 erzeuget Der hat die Duͦringer Anno vberzogen Darumb das sie jhm den Tribut nicht gereicht vnd seine Mutter eine Ehebrecherin	Weib
481776	253.xml	CB	2. H. 15. Jh.	  ader unkuscheit weder die naturn treben Dorumbe sso hat her Noen unde seine kinder alleyne yn der archen mit yren 	weiben	 behalden unde die lewte die alle mit sogethanen sunden beflecket waren yn der syntflut ertrencket Die erste werlt hat gestanden	Weib
482302	253.xml	CB	2. H. 15. Jh.	  mondis do sprach got weder Noen " Nu gangk uss der archen mit deyner hussfrawen mit deynen kyndern unde yren 	weiben	 unde mit allen thiren die mit dir synt vihe unde vogel unde was du dorynne gesampnet hast " Do sprach	Weib
486584	253.xml	CB	2. H. 15. Jh.	  unde dennoch dor noch mit ir gewan drei ssone mit namen Deiphebes Helenus unde Troylus dorzu gewan her mit andern 	weiben	 naturliche ssone gerader menner unde gutte wepener yn zukunftigen gezeiten Alsso her vor dem slosse lag do qwamen zu om	Weib
33595	115.xml	CB	1557	  zu der Wild an ainem bestimbten Platz ain Kirchen nach Reissischem sitten vnnd gebrauch der Fuͤrstin gebaut jr auch etliche 	Weiber	 vnd Junckfrawen jres glaubens gehalten sollen werden Vnd weil solches gebew ain zeitlang vnderlassen beliben hat der Schweher ain vrsach	Weib
37224	115.xml	CB	1557	  Masur weyber glauben als hetten sy das aus der Salomea mund gehort der Fuͤrst ist harrt darob bewegt worden die 	weiber	 von sich geiagt Vnd des Schatzmaisters auch geschalgen vmb das sy die sachen nit zuuor an jne bracht hetten Schigkht	Weib
92097	125.xml	RE	1582	  gehn die Türcken vnd Moren welche baide Nationes fast gleiche Religion vn̅ Ceremonias haben gar offt darein innsonderheit aber die 	Weiber	 kom̅en mit hauffen welche schier nimmer dann darinn vnnd bey den graͤbern jrer verwandten zuͦsamenkommen werden derhalben dise herrliche vnd	Weib
92576	125.xml	RE	1582	  den kopff zuͦ saͤubern vnd lange haar zumachen Sie haben auch sonst ein Erden die sie Iusabor nennent welche jre 	Weiber	 offt vnd dick essen wie bey vns etwa die schwangere Kolen vnd andere ding Jetztuermeldte jre Baͤder stehn den außlaͤndischen	Weib
92625	125.xml	RE	1582	  wol offen alß den Türcken vnd Moren allein das sie sich huͤten nit in die jhenige zuͦkommen in deren jre 	Weiber	 seind woͤllen sie sich anderst nit in gefahr leibes vnd lebens begeben Damit man aber wissen koͤnde in welchem die	Weib
95123	125.xml	RE	1582	  einzuschreiben damit wann mitler zeit sich zwytracht vnd spaltungen zwischen jnen erregten das dann weil die Türcken Moren rc mehr 	Weiber	 zumal haben vnd sich wider von jhnen auß geringen vrsachen schaiden doͤrffen bald kan geschehen das sie alßdann zum besseren	Weib
95248	125.xml	RE	1582	  auff Daflen oder Tischen zuͦschreiben Solche Sangiachi Soubaschi vnd Cadi deren oben gedacht worden gehn gar kostlich wie auch jre 	Weiber	 in gebluͦmten gantz Seydin stücken die gar schoͤn vnd künstlich von mehrerlay farben gewürcket seind Dergleichen Klayder aber werden jnen	Weib
109438	127.xml	CB	1660	  auff den Marckt da eben etliche Geschlechter auff vnd ab spatzirten geschahe aber keinem nichts An S Gallen--Tag wurden etliche 	Weiber	 in S Martins Kirchen wegen der Stuͦelen zu vnfriden vnd schlugen einander darinnen wurden hernach ins Gefaͤgnus geleget Die Geistlichen	Weib
109475	127.xml	CB	1660	  Gefaͤgnus geleget Die Geistlichen vermeinten man muͤsse die Kirch wider weyhen aber der Rath wolt es nicht weil es nur 	Weiber	 waren kam also nicht vor den Bischoff Am Donnerstag vor Mariæ Magdalenæ schickte man abermalen zu Fuß vnd Freytag darauff	Weib
197990	147.xml	UN	1684	  faͤllet unser Respect in den Qvarck Sie wollen anfangen Aber es kömmt zur Schlaͤgerey und werden seine Briefe zerrissen Die 	Weiber	 lassen sich weidlich herumweltzen bis sie davonlauffen Anderer Handlung Vierdter Aufzug Hermocrates Pollio Herm DAs war eine lustige Comœdie Poll	Weib
198017	147.xml	UN	1684	  davonlauffen Anderer Handlung Vierdter Aufzug Hermocrates Pollio Herm DAs war eine lustige Comœdie Poll Lustig anzusehn Aber vor die guten 	Weiber	 war sie nicht lustig zu spielen Her Wer fragt darnach Unterdessen haben wir gelacht Poll Und ich habe etliche Avisen--Zettel	Weib
258927	157.xml	KT	1653	  gehalten sein Wann der Pabst dißfals Henrico dem Koͤnig in Engelland hette doͤrffen zulassen was Luther dorfft zulassen nemblich Zwey 	Weiber	 zugleich zu haben so moͤcht er blieben sein wie jhn Crocius hie nennet Paͤpstisch Wie sol er aber so gewesen	Weib
296257	217.xml	UN	1698	  ware mit der Theano Socrates mit der Aspasia uͤbel beruͤchtiget Solon war ein offentlicher Hurer Plato wollt die Gemeinschafft der 	Weiber	 eingefuͤhrt wissen Diogenes truge heimlich der Lais Bildnuß am Halse Xenocrates darff sich der Thais an die Seite legen Demosthenes	Weib
296684	217.xml	UN	1698	  habe eine̅ Riesen umgebracht der doch selbst nie gelebt An statt Paulus die Ehrbarkeit beliebet beschreiben dise die Bruͤst der 	Weiber	 An statt er gerecht zuseyn befihlet loben dise die Moͤrder und Zweykaͤmpffer An statt er Reinigkeit Keuschheit rathet seyn dise	Weib
296777	217.xml	UN	1698	  statt Paulus zu loblichen Dingen anfrischen will lehren die Romans lefflen und dantzen und zu den Hinderthuͤrl einschlieffen und der 	Weiber	 Fußlumpen werden Da kan man die Rechnung leicht schliessen wenn nach dem Sprichwort die Gedancken so vil wehrt seyn als	Weib
302814	221.xml	UN	1392	  du küng Oetes wie getorstistu ye ain jung tohter haizzen sitzen zu ainem frömden mann hetistu dir die blödikait der 	weiber	 weislich in deinen mut gesetzt so weristu dez übrig worden daz dir dein ainigiu tohter nit wär gefürt in fremdiu	Weib
323402	223.xml	CB	1490	  vater vnnd muͦtter verlassen Vnd die zuͦ liebe der schaz vn̅ zuͦ schuldiger ersamkeit der gesellschafften gefuͤrt Hat auch die 	weiber	 vnderricht die guldin beklaidung vnd ander jr ern zierlÿcheit Vnd so sunst zuͦ vnkeüscheit gedienet haben weck vnd abzetuͦn Vnd	Weib
389516	235.xml	UN	1556	  vergess gestelt derhalben er von solchem greußlichen anfaren etwas schrecken empfieng so schambt er sich auch von wegen der fürgonden 	weiber	 und maͤnner das er also von seinem naͤchsten nachbaurn solt überrumplet werden Er sagt mit saͤnffter stim " Lieber nachbaur	Weib
403067	237.xml	UN	1650	  Verse vnd einen jeden Schreiber betriegen seine eygene Schrifften vnd vbertäuschen ihn vor den Ohren Etliche sind verliebt in ihre 	Weiber	 vnd deren sind am wenigsten zufinden auß vrsachen weil die Weiber entweders durch ihre böse halßstarrige Köpffe oder aber durch	Weib
403078	237.xml	UN	1650	  ihn vor den Ohren Etliche sind verliebt in ihre Weiber vnd deren sind am wenigsten zufinden auß vrsachen weil die 	Weiber	 entweders durch ihre böse halßstarrige Köpffe oder aber durch ihren Vngehorsam Vnfreundlichkeit Vnhäußlichkeit vnsauberkeit vnd andere dergleichen Vntugenden ihren Männern	Weib
405248	237.xml	UN	1650	  sind deren so vberdrüssig vnd müde daß einem davor billich angsten solte Es ist ein fast schlechter Lust umb die 	Weiber	 stetigs zu wohnen O was geben die arme Teuffel drumb daß sie keine Weiber hätten Dann seithero Medusa die alte	Weib
405262	237.xml	UN	1650	  ein fast schlechter Lust umb die Weiber stetigs zu wohnen O was geben die arme Teuffel drumb daß sie keine 	Weiber	 hätten Dann seithero Medusa die alte Zauberin gestorben ist kein sterne mehr in der Hölle vnd erdencken die Weiber täglich	Weib
405281	237.xml	UN	1650	  keine Weiber hätten Dann seithero Medusa die alte Zauberin gestorben ist kein sterne mehr in der Hölle vnd erdencken die 	Weiber	 täglich so viel neuer trachten so viel neuer spitzfünde vnd Liste daß sie nichts nutzen als nur stetigen Zanck vnd	Weib
405425	237.xml	UN	1650	  durch sonderbar gut Eingeben in sich selbsten gehet sich bekehret vnd also vns vnd vnserem Reich entgehet Aber die heßliche 	Weiber	 nach dem niemand sich ihrer annimmt noch sich vber ihre garstige Liebe erbarmen will kommen endlich auß hitziger begierde vnd	Weib
